user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT),week
2264776,1995,Male,riftvalley,13 to 17,Completed University,Own Business,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 17:00,7/23/2021 17:03,30
2274405,1992,Female,nairobi,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,7,There services are efficient and reliable,"service,speed/efficiency",7/20/2021 14:56,7/23/2021 14:59,30
1195430,1989,Female,nairobi,9 to 12,In College,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,"The Way They Save Us,when There System Are Down They Talk To Customers Well N Explain To Them.","service,system",7/20/2021 16:05,7/23/2021 16:08,30
2280281,1994,Female,western,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,Good services,service,7/20/2021 16:59,7/23/2021 17:02,30
2283688,1993,Female,riftvalley,9 to 12,Completed Secondary,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:55,7/23/2021 15:58,30
2267235,1992,Female,riftvalley,5 to 8,Completed Secondary,Own my own company,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:36,7/23/2021 15:39,30
2279484,1994,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,10,Its efficiency,speed/efficiency,7/20/2021 16:56,7/23/2021 16:59,30
2270383,1993,Male,western,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,Easily accesible,,7/20/2021 17:09,7/23/2021 17:12,30
2266392,1992,Male,riftvalley,5 to 8,Some University,Student,No,No,FINISHED,YES,Yes,Co-operative,Mobile banking,6,High interest rates,rates/charges,7/20/2021 15:57,7/23/2021 16:00,30
2302573,1991,Male,western,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,It''s efficient in their services,"service,speed/efficiency",7/20/2021 15:56,7/23/2021 15:59,30
1217582,1996,Female,riftvalley,NA,NA,Student,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:56,7/23/2021 14:59,30
2273662,1988,Male,nyanza,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,Better loan rates and also it guarantee safety of our money,rates/charges,7/20/2021 15:02,7/23/2021 15:05,30
2270305,1995,Female,nairobi,13 to 17,Completed College,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:56,7/23/2021 14:59,30
2265129,1993,Male,riftvalley,9 to 12,Some University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:56,7/23/2021 14:59,30
2265969,1990,Female,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,10,Conviniency,,7/20/2021 16:20,7/23/2021 16:23,30
1636378,1994,Male,riftvalley,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,6,I was satisfied with their way of handling customers but the queue is very long they should add more tellers to save customer''s time,"service,speed/efficiency,staff",7/20/2021 15:57,7/23/2021 16:00,30
2270388,1991,Male,eastern,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,its fast and easy to use,speed/efficiency,7/20/2021 14:55,7/23/2021 14:58,30
2300056,1992,Male,western,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:57,7/23/2021 17:00,30
2266229,1990,Male,nairobi,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,10,"Better service, trust and low charges per service",service,7/20/2021 16:56,7/23/2021 16:59,30
2280996,1988,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:13,7/23/2021 15:16,30
2264991,1996,Female,riftvalley,9 to 12,Some Primary,Street / Market Seller,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,7,"Promising,",,7/20/2021 16:56,7/20/2021 17:25,30
2273776,1984,Male,riftvalley,9 to 12,Completed Secondary,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,10,They solved my problem which I had with the bank,,7/20/2021 16:49,7/23/2021 16:52,30
2265325,1994,Male,nairobi,13 to 17,Completed University,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 17:09,7/23/2021 17:12,30
1644371,1990,Male,riftvalley,13 to 17,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,NIC,Teller or Branch transactions,6,Very effecient And friendly,staff,7/20/2021 16:12,7/20/2021 16:17,30
2266580,1994,Male,eastern,9 to 12,No school,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Convenient... Timeliness and accessibility,accessibility,7/20/2021 16:00,7/23/2021 16:03,30
2289881,1987,Female,riftvalley,5 to 8,Completed Secondary,Farm owner,No,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:56,7/23/2021 15:59,30
2285240,1994,Male,nairobi,5 to 8,Completed University,NA,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:01,7/23/2021 16:04,30
2279466,1992,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Social media,7,Good customer service,service,7/20/2021 14:56,7/23/2021 14:59,30
2302695,1996,Female,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Customer service desk/ enquiries,4,Unconcern for clients,,7/20/2021 17:06,7/23/2021 17:09,30
2292591,1995,Male,nairobi,9 to 12,Completed College,Student,Yes,Yes,TIMEDOUT,YES,Yes,Equity,Mobile banking,5,-,,7/20/2021 15:56,7/23/2021 15:59,30
2273981,1984,Female,nyanza,1 to 4,Completed Primary,Other/Unemployed,No,No,FINISHED,YES,Yes,Co-operative,ATM,9,They Are Friendly And Always Ready To Pay Attention To Their Customer Including The Guards And Avallable 24 Hrs,"service,staff",7/20/2021 16:07,7/23/2021 16:10,30
2289840,1993,Female,nairobi,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,10,Its accessible and convenient,accessibility,7/20/2021 14:57,7/23/2021 15:00,30
2272944,1985,Female,riftvalley,5 to 8,Completed College,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Other,Customer service desk/ enquiries,10,Because Of Loans That We Get,loan,7/20/2021 14:34,7/23/2021 14:37,30
2292166,1995,Female,coast,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,10,Quick services,"service,speed/efficiency",7/20/2021 16:57,7/23/2021 17:00,30
2264342,1993,Female,central,9 to 12,Completed PostGrad,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,ATM,10,Its more convinie t,,7/20/2021 14:58,7/23/2021 15:01,30
2290018,1992,Female,central,9 to 12,Completed University,Own Business,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,7,They have good services,service,7/20/2021 16:55,7/23/2021 16:58,30
2293650,1987,Male,central,9 to 12,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,0,Becouse You Can Deposit Sh100,account,7/20/2021 14:32,7/23/2021 14:35,30
2304662,1994,Female,nyanza,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,8,Employees are friendly and the services are offered professionally and faster,"service,speed/efficiency,staff",7/20/2021 16:18,7/23/2021 16:21,30
2302326,1992,Male,nairobi,9 to 12,Completed PostGrad,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:56,7/23/2021 15:59,30
2273350,1990,Male,eastern,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,Good services,service,7/20/2021 14:57,7/23/2021 15:00,30
2191451,1991,Female,nyanza,9 to 12,Completed Primary,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,KCB is reliable and practices a lot of transparency in service to customers,"service,speed/efficiency",7/20/2021 14:56,7/23/2021 14:59,30
2264780,1991,Male,western,5 to 8,Completed Secondary,Student,Yes,No,FINISHED,YES,Yes,Standard Chartered,Customer service desk/ enquiries,8,It''s service are okay,service,7/20/2021 14:57,7/23/2021 15:00,30
2300807,1993,Female,eastern,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,Cheap rates,rates/charges,7/20/2021 14:57,7/23/2021 15:00,30
2264888,1994,Male,riftvalley,5 to 8,Completed University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,High transaction charges only upside,"account,rates/charges",7/20/2021 16:56,7/23/2021 16:59,30
2284953,1992,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:55,7/23/2021 14:58,30
1019834,1994,Male,northeastern,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:33,7/23/2021 15:36,30
2282523,1994,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,7,Good services offered,service,7/20/2021 14:57,7/23/2021 15:00,30
2275467,1990,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,7,They have good services,service,7/20/2021 14:58,7/23/2021 15:01,30
2273925,1994,Female,riftvalley,9 to 12,Completed Uni,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,The offer quality services at a fast rate,"rates/charges,service,speed/efficiency",7/20/2021 14:56,7/23/2021 14:59,30
2285637,1990,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,ATM,8,Very much available,,7/20/2021 16:55,7/23/2021 16:58,30
2280966,1991,Male,nairobi,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,Very reliable and convenient,"accessibility,speed/efficiency",7/20/2021 15:58,7/23/2021 16:01,30
2270946,1991,Female,riftvalley,9 to 12,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,Other,Teller or Branch transactions,8,Best customer care services and fare interest rate on loans,"rates/charges,service",7/20/2021 15:55,7/23/2021 15:58,30
2267669,1992,Male,riftvalley,13 to 17,Some University,Other/Unemployed,Yes,Yes,OPTOUT,NO,-,-,-,-,-,,7/20/2021 15:57,7/23/2021 16:00,30
2270094,1992,Female,nairobi,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Equity,Mobile banking,10,They have good mobile banking service,"accessibility,mobile_banking,service",7/20/2021 16:56,7/23/2021 16:59,30
2265702,1985,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Other,Teller or Branch transactions,10,Very fast,speed/efficiency,7/20/2021 16:05,7/23/2021 16:08,30
2264939,1994,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,National Bank,Mobile banking,8,The services are Okey but the mobile app keeps freezing,"mobile_banking,service",7/20/2021 14:57,7/23/2021 15:00,30
2284830,1984,Male,riftvalley,5 to 8,Completed Secondary,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,8,Good Customer Service.,service,7/20/2021 15:06,7/23/2021 15:09,30
2265282,1986,Male,riftvalley,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,8,They have resourceful customer care services which rarely frustrates customers.,service,7/20/2021 16:02,7/23/2021 16:05,30
2283073,1992,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Other,Social media,9,10,,7/20/2021 14:56,7/23/2021 14:59,30
2266148,1993,Male,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,"Offer good service, need only to look into the network at some area","service,system",7/20/2021 14:58,7/23/2021 15:01,30
2270482,1992,Male,eastern,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Co-operative,Mobile banking,9,They are very convenient and reliable,"accessibility,speed/efficiency",7/20/2021 16:22,7/23/2021 16:25,30
1359608,1995,Male,nyanza,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,Perfect,,7/20/2021 15:56,7/23/2021 15:59,30
2283988,1993,Female,riftvalley,9 to 12,Completed University,Own Business,Yes,Yes,FINISHED,YES,Yes,Other,Customer service desk/ enquiries,5,They are inconsistent.,,7/20/2021 14:41,7/23/2021 14:44,30
1351857,1996,Male,nyanza,NA,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:59,7/23/2021 15:02,30
1718888,1984,Male,coast,13 to 17,Completed College,Non-skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:10,7/23/2021 15:13,30
2289911,1995,Female,riftvalley,NA,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,Their services are good,service,7/20/2021 15:57,7/23/2021 16:00,30
2304445,1989,Male,western,NA,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,9,Its efficiency in the way that their transactaction are first,speed/efficiency,7/20/2021 16:56,7/23/2021 16:59,30
1711649,1980,Male,coast,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,3,Not reliable,speed/efficiency,7/20/2021 16:12,7/23/2021 16:15,30
2273335,1994,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,9,They have good services,service,7/20/2021 16:24,7/23/2021 16:27,30
2283585,1994,Female,central,NA,Completed Secondary,Street or Market Seller,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:56,7/23/2021 14:59,30
2278619,1994,Male,nairobi,9 to 12,Completed University,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,10,Good customer service,service,7/20/2021 15:10,7/23/2021 15:13,30
2289632,1990,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Good service provision,service,7/20/2021 15:59,7/23/2021 16:02,30
2292285,1978,Female,nyanza,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:55,7/23/2021 14:58,30
2159265,1999,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,ATM,5,There are better options out there,,7/20/2021 16:27,7/23/2021 16:30,30
2273891,1993,Male,central,9 to 12,Completed Secondary,Other/Unemployed,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:36,7/23/2021 15:40,30
2292336,1997,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:57,7/23/2021 16:00,30
2266356,1996,Female,riftvalley,5 to 8,NA,NA,Yes,No,FINISHED,YES,Yes,Equity,Call centre,9,Great customer service,service,7/20/2021 15:56,7/23/2021 15:59,30
2293874,1996,Female,nairobi,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,Their services are good,service,7/20/2021 16:16,7/23/2021 16:19,30
2270195,1991,Female,coast,1 to 4,None,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,Best services,service,7/20/2021 16:57,7/23/2021 17:00,30
2279757,1994,Female,eastern,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,10,Service are very good,service,7/20/2021 15:26,7/23/2021 15:29,30
2285286,1995,Female,riftvalley,5 to 8,Some Secondary,Student,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,The have the best services,service,7/20/2021 14:59,7/23/2021 15:02,30
2292351,1987,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 17:04,7/23/2021 17:07,30
2268460,1997,Male,eastern,9 to 12,Completed Secondary,Non-skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 16:56,7/23/2021 16:59,30
2273202,1990,Female,nyanza,NA,NA,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,It is the best,,7/20/2021 16:16,7/23/2021 16:19,30
2283316,1989,Male,coast,5 to 8,Completed Secondary,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,5,Easy to access,"accessibility,speed/efficiency",7/20/2021 16:56,7/23/2021 16:59,30
2273370,1990,Male,nyanza,NA,NA,Student,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,3,10,,7/20/2021 16:31,7/23/2021 16:34,30
1363084,NA,NA,NA,NA,NA,NA,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:00,7/23/2021 16:03,30
2300309,1974,Female,nairobi,9 to 12,Completed College,Skilled worker,NA,NA,FINISHED,YES,Yes,KCB,ATM,8,service is good,service,7/20/2021 16:27,7/23/2021 16:30,30
439955,1977,Female,central,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:15,7/23/2021 16:18,30
2293883,1991,Male,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,It''s reliable and customer friendly,"service,speed/efficiency,staff",7/20/2021 16:59,7/23/2021 17:02,30
2298120,1995,Male,nairobi,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,7,High transaction costs,"account,rates/charges",7/20/2021 16:44,7/23/2021 16:47,30
2293976,1989,Female,nyanza,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:59,7/23/2021 16:02,30
2265957,1994,Female,eastern,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,Countrywide and open to all,,7/20/2021 15:00,7/23/2021 15:03,30
2303190,1986,Female,western,1 to 4,Some Primary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:00,7/23/2021 16:03,30
2265766,1992,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:16,7/23/2021 16:19,30
2265568,1995,Male,riftvalley,13 to 17,Completed Secondary,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,It is easy for people to save and it has high interest,speed/efficiency,7/20/2021 17:03,7/23/2021 17:06,30
535358,1995,Male,central,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:57,7/23/2021 16:00,30
2292184,1993,Male,western,9 to 12,Completed College,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,Internet banking,7,Is a nice bank,security,7/20/2021 14:57,7/23/2021 15:00,30
2278176,1994,Female,riftvalley,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 16:56,7/23/2021 16:59,30
2304859,1994,Female,nairobi,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,They are so good with their work,,7/20/2021 16:06,7/23/2021 16:09,30
2279157,1995,Female,riftvalley,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,It has the best services,service,7/20/2021 16:57,7/23/2021 17:00,30
2292165,1992,Female,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,5,They are concern,,7/20/2021 14:30,7/23/2021 14:33,30
2304126,1993,Male,nyanza,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:26,7/23/2021 15:29,30
2266512,1992,Female,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,5,There''s are some people claiming of their amount disappearing mysteriously,,7/20/2021 17:04,7/23/2021 17:07,30
2273932,1994,Female,nairobi,9 to 12,Completed University,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,7,Accessibility,accessibility,7/20/2021 16:57,7/23/2021 17:00,30
2274446,1994,Male,riftvalley,9 to 12,Completed University,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,8,Accesibility,,7/20/2021 16:11,7/23/2021 16:14,30
2265727,1994,Female,nairobi,13 to 17,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:55,7/23/2021 16:58,30
2279277,1990,Male,Coast,9 to 12,Some Primary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Customer service desk/ enquiries,10,Friendly staff with good customer service,"service,staff",7/20/2021 16:31,7/23/2021 16:34,30
2300323,1995,Female,nyanza,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,1,Their services are good,service,7/20/2021 15:04,7/20/2021 15:12,30
2274015,1989,Male,nairobi,13 to 17,Completed University,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:56,7/23/2021 15:59,30
2272781,1982,Male,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:33,7/23/2021 14:36,30
2303971,1990,Male,riftvalley,5 to 8,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,The bank''s services are highly convenient to its customers i.e accessible,"accessibility,service",7/20/2021 16:56,7/23/2021 16:59,30
2270631,1995,Female,nyanza,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,2,I had trusted this bank with my money all to find out my money was being used to pay someones bill without me knowing,,7/20/2021 16:59,7/23/2021 17:02,30
2292202,1992,Male,riftvalley,13 to 17,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,National Bank,ATM,7,ATM is effective.,atm,7/20/2021 15:25,7/23/2021 15:28,30
2289768,1993,Male,riftvalley,9 to 12,Completed Primary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,7,There have unfavorable charges,,7/20/2021 14:56,7/23/2021 14:59,30
2303388,1990,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,7,Efficient and reliable,speed/efficiency,7/20/2021 17:14,7/23/2021 17:17,30
2303240,1985,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:57,7/23/2021 15:00,30
2266053,1997,Male,nairobi,9 to 12,Some University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:30,7/23/2021 14:33,30
2283727,1980,Male,nairobi,9 to 12,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Availability,accessibility,7/20/2021 15:17,7/23/2021 15:20,30
2298136,1993,Male,nairobi,5 to 8,Completed Secondary,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,9,their agents are accessible every where,"accessibility,staff",7/20/2021 15:29,7/23/2021 15:32,30
2293992,1991,Female,nairobi,9 to 12,Completed University,Own Business,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,5,I recently joined the bank so I don''t know more about it,,7/20/2021 15:07,7/23/2021 15:10,30
2270073,1979,Female,central,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:36,7/23/2021 15:39,30
2265247,1994,Female,central,9 to 12,Some University,Other/Unemployed,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 15:57,7/23/2021 16:00,30
2270028,1986,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:41,7/23/2021 16:44,30
2295269,1996,Male,riftvalley,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,"They have a good customer service 
 They have mobile banking 
 You cant open an account from you phone though","accessibility,account,mobile_banking,service",7/20/2021 14:59,7/23/2021 15:02,30
2264857,1991,Male,nairobi,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:31,7/23/2021 15:34,30
2264365,1992,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Mobile banking,6,Convenient but sometimes lacks transparency,accessibility,7/20/2021 16:56,7/23/2021 16:59,30
2273939,1992,Female,eastern,9 to 12,In Uni,Other/Unemployed,No,Yes,FINISHED,YES,Yes,National Bank,Mobile banking,9,They are friendly and they ensure the customer''s request are meet,"service,staff",7/20/2021 15:00,7/23/2021 15:03,30
2267118,1990,Male,western,5 to 8,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,7,,7/20/2021 15:57,7/23/2021 16:00,30
2289904,1994,Male,riftvalley,5 to 8,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Rr,,7/20/2021 16:34,7/23/2021 16:37,30
2264352,1991,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:07,7/23/2021 16:10,30
2283892,1991,Female,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 15:59,7/23/2021 16:02,30
2265528,1970,Female,riftvalley,1 to 4,Completed Primary,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:57,7/23/2021 17:00,30
102111,1991,Male,coast,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,CBA,Teller or Branch transactions,10,They have great customer service and problem solving efficiency,"service,speed/efficiency",7/20/2021 15:57,7/23/2021 16:00,30
2293804,1992,Male,nyanza,5 to 8,Completed University,Student,No,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,It''s services are better compared to other banks,service,7/20/2021 15:57,7/23/2021 16:00,30
2279365,1993,Female,nairobi,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,7,No need of going to bank,,7/20/2021 16:12,7/23/2021 16:15,30
2285519,1994,Female,nairobi,9 to 12,Completed College,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 16:23,7/23/2021 16:26,30
2284021,1995,Female,nyanza,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,7,Availability of Atms,"accessibility,atm",7/20/2021 14:57,7/23/2021 15:00,30
2275414,1988,Male,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Barclays,ATM,7,Excellent services,service,7/20/2021 14:55,7/23/2021 14:58,30
2264698,1994,Female,nairobi,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,National Bank,Mobile banking,10,Safe and transparent..,security,7/20/2021 15:03,7/23/2021 15:06,30
